ThermalExpansionCoefficient_arithmetic_average,BCCenergy_pa_arithmetic_average,Density_composition_average,HeatCapacityMolar_composition_average,HeatFusion_composition_average,AtomicRadii_arithmetic_average,ThirdIonizationEnergy_arithmetic_average,GSbandgap_composition_average,valence_arithmetic_average,ElasticModulus_composition_average,IsPnictide_composition_average,GSbandgap_arithmetic_average,BCCfermi_arithmetic_average,IonicRadii_composition_average,NValance_composition_average,NUnfilled_composition_average,NdUnfilled_arithmetic_average,HeatVaporization_composition_average,Polarizability_arithmetic_average,ThermalConductivity_composition_average,valence_composition_average,ICSDVolume_composition_average,ElectronAffinity_composition_average,ElectricalConductivity_composition_average,GSenergy_pa_arithmetic_average,SpaceGroupNumber_composition_average,BCCvolume_padiff_arithmetic_average,phi_arithmetic_average,BCCfermi_composition_average,HeatVaporization_arithmetic_average,NdValence_composition_average,HHIr_composition_average,ThermalExpansionCoefficient_composition_average,AtomicWeight_composition_average,CovalentRadii_arithmetic_average,Period_composition_average,Row_composition_average,HHIr_arithmetic_average,BCCenergy_pa_composition_average,AtomicNumber_composition_average,Number_composition_average,phi_composition_average,HeatFusion_arithmetic_average,BulkModulus_composition_average,IsMonoclinic_composition_average,BCCvolume_pa_arithmetic_average,MiracleRadius_composition_average,IsNonmetal_composition_average,BulkModulus_arithmetic_average,Density_arithmetic_average,IonicRadii_arithmetic_average,BCCvolume_pa_composition_average,n_ws^third_composition_average,IsSimpleCubic_difference,ElectronAffinity_difference,HeatCapacityMolar_arithmetic_average,ChemicalFamily_2,BCCvolume_padiff_composition_average,SecondIonizationEnergy_arithmetic_average,ThermalExpansionCoefficient_difference,ThermalConductivity_arithmetic_average,AtomicVolume_composition_average,ThirdIonizationEnergy_composition_average,IonizationEnergy_composition_average,n_ws^third_arithmetic_average,target
37.975,-2.57594508,1746.6493506493505,23.71534865134865,6.250724275724275,1.3805,57.80575,,,26.27672327672328,0.0,0.64625,4.071977625000001,,,,,106.63236763236762,,44.40983316683316,3.574425574425574,,128.9715684315684,5.1974029330669325,,,-3.55880208325,,,,,,52.11348651348651,25.86142957042957,1.1800000000000002,,,,,12.21178821178821,12.21178821178821,,,8.649250749250749,,,125.7952047952048,0.4465534465534465,,,,,,,,,,,,,,,,,,-6.54668166
197.64,-2.635488742,1815.2679,27.99052,3.219993,1.3514,52.8778,,,14.097,0.0,0.6528,4.6669026680000005,,,,,113.41379,,41.039217,3.0650000000000004,,123.26446,5.653900000001,,,-3.8215416666,,,,,,125.012,38.893526,1.112,,,,,16.929000000000002,16.929000000000002,,,10.5011,,,120.08300000000004,0.433,,,,,,,,,,,,,,,,,,-5.540607512
168.48,-4.336885882,1541.5888468468468,27.77891491491492,4.353463463463463,1.3849999999999998,51.5084,,,28.962962962962965,0.0,0.1546,4.793252082,,,,,141.04632812812812,,15.60648128128128,2.4104104104104103,,101.04724724724724,1.8092140140140145,,,-1.3931666666,,,,,,476.64284284284287,33.241498418418416,1.128,,,,,15.005005005005009,15.005005005005009,,,26.2002002002002,,,99.8978978978979,0.6026026026026026,,,,,,,,,,,,,,,,,,-5.200659451
168.48,-4.336885882,1554.5033323323323,27.80874674674675,4.112592592592593,1.3849999999999998,51.5084,,,28.440440440440444,0.0,0.1546,4.793252082,,,,,141.25806896896896,,14.979687087087088,2.4044044044044046,,100.38348348348347,1.8442466466466467,,,-1.3931666666,,,,,,475.97477477477474,33.49253099099099,1.128,,,,,15.0990990990991,15.0990990990991,,,26.00800800800801,,,100.27827827827828,0.6016016016016016,,,,,,,,,,,,,,,,,,-5.0
168.48,-4.336885882,1546.5752579999998,27.788186,4.27204,1.3849999999999998,51.5084,,,28.78,0.0,0.1546,4.793252082,,,,,141.1591518,,15.4149748,2.4080000000000004,,100.8088,1.823604,,,-1.3931666666,,,,,,476.2208,33.34579939,1.128,,,,,15.044,15.044,,,26.123,,,100.059,0.602,,,,,,,,,,,,,,,,,,-4.903089987
35.35,-3.031269895,1624.909,23.835764,4.783573,1.4,55.55275,,,21.004,0.0,0.64625,4.0806734875,,,,,102.53452,,44.866922,3.4450000000000003,,124.59336,5.524200201,,,-3.83817708325,,,,,,53.1018,24.042259,1.1825,,,,,11.393,11.393,,,8.520600000000002,,,127.506,0.438,,,,,,,,,,,,,,,,,,-4.197910742
193.3,-5.234879656,938.481220779221,27.52193206793207,5.198161838161839,1.2513999999999998,53.2032,,,19.91708291708292,0.1598401598401598,0.325,4.864362184,,,,,60.03302117882119,,13.756344855144857,2.683316683316684,,111.15544455544456,1.627672327672328,,,-2.0277142856,,,,,,522.6144855144855,21.107967452547456,1.104,,,,,10.221778221778225,10.221778221778225,,,16.71928071928072,,,86.33566433566435,0.7972027972027973,,,,,,,,,,,,,,,,,,-3.619788758
224.65,-3.0575214825,1310.077169,23.632018,8.452283,1.2175000000000002,61.42674999999999,,,32.777,0.0,0.74375,5.24518571,,,,,110.6306649,,53.752918400000006,3.466,,131.02316,4.750252000000001,,,-4.463802083249999,,,,,,94.804,20.367319400000003,1.0225,,,,,9.974,9.974,,,20.5691,,,121.425,0.464,,,,,,,,,,,,,,,,,,-2.230622674
172.46,-4.497244255999999,2198.366938,27.458033,4.98347,1.4374,55.3404,,,24.7902,0.0,0.0,4.119678746,,,,,144.54197979999998,,35.131282799999994,2.087,,88.94200000000001,4.8869,,,-0.2591666666,,,,,,421.2329,39.03564425,1.182,,,,,16.785,16.785,,,24.642,,,108.844,0.522,,,,,,,,,,,,,,,,,,-6.716698771
36.2,-3.1992189875,1540.571428571429,23.807680319680323,4.956879120879122,1.4049999999999998,54.987,,,23.142357642357645,0.0,0.64625,5.034227659999999,,,,,106.8955044955045,,53.72506893106895,3.405594405594406,,122.85746253746254,7.089610581418582,,,-3.49880208325,,,,,,52.65344655344656,22.694549610189814,1.1625,,,,,10.816183816183816,10.816183816183816,,,11.684515484515488,,,128.24475524475525,0.4255744255744256,,,,,,,,,,,,,,,,,,-4.363512104
40.275,-3.103359125,1667.612387612388,24.04859140859141,3.0522237762237765,1.4674999999999998,54.057500000000005,,,18.986513486513488,0.0,0.5505,6.20185384,,,,,104.08679320679322,,54.15344055944057,3.405594405594406,,122.9213986013986,7.645854145854146,,,-4.46630208325,,,,,,53.695604395604406,25.64008407572428,1.21,,,,,11.967032967032967,11.967032967032967,,,15.392807192807195,,,130.86613386613388,0.4255744255744256,,,,,,,,,,,,,,,,,,-5.35753548
35.35,-3.031269895,1678.2057942057943,23.88629170829171,4.736724275724276,1.4,55.55275,,,20.58641358641359,0.0,0.64625,4.0806734875,,,,,105.40317682317684,,45.288305694305706,3.405594405594406,,122.17014985014988,5.54745273926074,,,-3.83817708325,,,,,,52.50739260739262,24.530596403596405,1.1825,,,,,11.58941058941059,11.58941058941059,,,8.419780219780222,,,127.94405594405598,0.4255744255744256,,,,,,,,,,,,,,,,,,-4.787812396
39.425,-2.9354100325,1805.246753246753,24.1272027972028,2.832068931068932,1.4625,54.62325,,,16.430569430569435,0.0,0.5505,5.2482996675,,,,,102.59446553446556,,45.71667732267733,3.405594405594406,,122.23408591408592,6.103696303696304,,,-4.80567708325,,,,,,53.54955044955046,27.47613086913087,1.23,,,,,12.740259740259742,12.740259740259742,,,12.12807192807193,,,130.5654345654346,0.4255744255744256,,,,,,,,,,,,,,,,,,-5.494850022
46.36666666666667,-2.8395036866666667,1321.5,23.93,3.2594000000000003,1.4166666666666667,61.909333333333336,,,19.65,0.0,0.734,5.25228936,,,,,106.63,,66.15760000000002,3.2,,114.568,9.62,,,-3.270069444333333,,,,,,53.31,18.99465386,1.143333333333333,,,,,9.2,9.2,,,16.18,,,131.3,0.4,,,,,,,,,,,,,,,,,,-7.89997427
244.45,-2.630498355,586.5439590000001,27.292917000000003,4.41848,1.29,71.92699999999999,,,8.4942,0.143,0.40625,4.363768175000001,,,,,43.0029239,,34.60639040000001,2.2860000000000005,,66.48259999999999,4.8763,,,-2.5696428570000003,,,,,,473.6654,18.033083366,1.095,,,,,8.858,8.858,,,9.581,,,95.746,0.7140000000000001,,,,,,,,,,,,,,,,,,-11.19997064
201.98,-2.635179708,663.6574774774775,27.36021021021021,4.358732732732733,1.364,63.1476,,,8.001001001001,0.1451451451451451,0.325,5.170668066,,,,,42.69871071071072,,32.65522222222222,2.31931931931932,,70.58508508508508,4.485085085085085,,,-2.0217142856,,,,,,480.94934934934935,19.45973922922923,1.164,,,,,9.46046046046046,9.46046046046046,,,8.883883883883884,,,94.73473473473472,0.7257257257257257,,,,,,,,,,,,,,,,,,-9.300162274
201.98,-2.635179708,709.6645359999999,27.389732,4.331242,1.364,63.1476,,,7.7836,0.146,0.325,5.170668066,,,,,42.8445356,,31.832471600000005,2.336,,72.40379999999999,4.3032,,,-2.0217142856,,,,,,483.5474,20.266318852,1.164,,,,,9.8,9.8,,,8.55,,,94.366,0.73,,,,,,,,,,,,,,,,,,-8.899629455
46.36666666666667,-2.8395036866666667,1455.0,23.84,3.5532857142857144,1.4166666666666667,61.909333333333336,,,22.5,0.0,0.734,5.25228936,,,,,108.87142857142858,,70.27242857142859,3.428571428571429,,117.95142857142858,10.4,,,-3.270069444333333,,,,,,53.01428571428572,20.571362657142856,1.143333333333333,,,,,10.0,10.0,,,18.871428571428574,,,129.42857142857144,0.4285714285714286,,,,,,,,,,,,,,,,,,-7.882728704
207.15,-2.54546062,427.0880000000001,27.273846153846154,5.806923076923077,1.1475,62.62199999999999,,,17.07692307692308,0.0,0.8165,3.856967675,,,,,98.12643076923077,,50.56056923076925,2.4615384615384617,,134.95384615384617,5.40003076923077,,,-2.91145833325,,,,,,261.4307692307693,15.74116153846154,1.015,,,,,7.538461538461538,7.538461538461538,,,12.93846153846154,,,98.30769230769232,0.4615384615384615,,,,,,,,,,,,,,,,,,-10.0
239.825,-5.2149305325,2977.2171430000008,27.871018,8.04175,1.2475,51.89125,,,31.806000000000004,0.083,0.40625,4.7012152125,,,,,138.59257030000003,,16.8304608,2.6670000000000003,,115.0482,2.3238,,,-2.5671428570000003,,,,,,535.6711,44.036821006,1.09,,,,,19.021,19.021,,,35.22599999999999,,,87.98500000000001,0.75,,,,,,,,,,,,,,,,,,-2.795880017
40.56666666666666,-4.4451996000000005,2245.492,23.8635,5.3665,1.4733333333333334,60.09033333333333,,,28.528,0.0,0.734,4.073615103333333,,,,,152.5978,,32.130500000000005,4.001,,128.4734,4.2802,,,-3.565069444333333,,,,,,51.2699,33.578261,1.2333333333333334,,,,,15.679,15.679,,,7.513,,,128.502,0.5,,,,,,,,,,,,,,,,,,-5.13667714
206.5,-1.86493228,838.30378,,2.313,,53.34625,1.862,2.75,4.0,0.0,,2.13192569,1.2840000000000005,5.2,,,62.558800000000005,7.21344825,,2.4000000000000004,,131.62,,-2.885248729375,145.60000000000002,,,,,,,,22.158668,,,,2900.0,,,10.0,,,,,,,,3.225,914.129725,1.415,13.76,,,,,,,,,,,,,,-6.26760624
206.5,-1.8539107575,225.644782,,1.9548,,54.249,1.91214,2.75,4.2,0.0,,2.18330041,1.2384,3.2000000000000006,,,64.58663800000001,6.99594825,,2.4000000000000004,,136.2,,-2.93560083375,146.3,,,,,,,,13.3871292,,,,1425.0,,,6.44,,,,,,,,3.025,134.933225,1.3775,13.0284,,,,,,,,,,,,,,-7.09420412
206.5,-1.8539107575,214.94658,,1.8960000000000004,,54.249,2.0692,2.75,4.0,0.0,,2.18330041,1.2540000000000002,3.2,,,61.6538,6.99594825,,2.4000000000000004,,136.46,,-2.93560083375,145.60000000000002,,,,,,,,13.268468,,,,1425.0,,,6.400000000000001,,,,,,,,3.025,134.933225,1.3775,12.756,,,,,,,,,,,,,,-7.148130399
238.25,-2.4907170725000003,387.9506923076923,,3.1415384615384614,,61.794,0.3167692307692307,3.75,5.0,0.0769230769230769,,3.8953327975,1.0415384615384615,3.692307692307692,,,70.94265384615383,7.73675,,2.1538461538461537,,114.2153846153846,,-3.452905403125,115.38461538461536,,,,,,,,14.46690476923077,,,,2700.0,,,6.9230769230769225,,,,,,,,5.775,590.66075,1.035,13.10846153846154,,,,,,,,,,,,,,-9.0
169.64,-4.78574466,1462.0530709999998,,3.48756,,48.01379999999999,0.0,2.6,16.9228,0.0,,3.707166974,1.1363599999999998,3.992,,,143.3656891,19.3674,,1.996,,98.2303,,-5.312956666000001,113.437,,,,,,,,34.94755305,,,,2600.0,,,15.314,,,,,,,,15.999999999999998,3533.0858000000003,1.036,15.08666,,,,,,,,,,,,,,-3.019542108
172.0,-4.247722582000001,1515.5442159999998,,3.61816,,49.5992,0.0,2.6,17.788,0.0,,4.61356377,1.13888,4.05,,,146.2788536,16.1874,,2.034,,98.5596,,-4.769121335,112.11,,,,,,,,35.8065480688,,,,2280.0,,,15.694,,,,,,,,23.0,3178.6858,0.94,15.106080000000002,,,,,,,,,,,,,,-3.508638306
209.95,-4.195604755000001,1680.5056929999998,,3.95604,,56.0125,0.0,2.5,29.11,0.0,,3.5129614325,1.17078,4.936999999999999,,,145.2714153,17.70925,,2.469,,100.6167,,-4.83236303,83.806,,,,,,,,36.40063179,,,,2350.0,,,16.317,,,,,,,,37.25,2797.35725,0.9825,13.36624,,,,,,,,,,,,,,-2.795880017
171.14,-4.084508840000001,1484.582636363636,,3.4787212787212787,,49.5018,0.005098901098901,3.2,16.549450549450547,0.0,,4.652331924,1.1460839160839158,4.194805194805195,,,137.7508090909091,15.9274,,2.0429570429570427,,100.7575924075924,,-4.6482972123340005,110.3146853146853,,,,,,,,35.99643012987013,,,,3060.0,,,15.73126873126873,,,,,,,,20.8,3886.6858,1.026,15.094765234765234,,,,,,,,,,,,,,-3.972242795
196.94,-4.063955566,800.245424,,4.88519,,52.7006,0.2665,3.0,12.888000000000002,0.164,,4.821768334000001,1.06561,5.247,,,58.9116504,10.0334,,2.623,,111.1462,,-4.7095676195000005,46.101000000000006,,,,,,,,20.9514499856,,,,2480.0,,,10.175,,,,,,,,41.6,1913.2858,0.696,10.13977,,,,,,,,,,,,,,-2.665546249
196.36,-3.387374922,676.321143,,5.48871,,54.04639999999999,0.288227,3.0,9.1115,0.167,,5.102546656,1.07097,5.641000000000001,,,41.7433703,8.2814,,2.5330000000000004,,118.1748,,-4.0777301045000005,46.04400000000001,,,,,,,,20.5485178278,,,,2540.0,,,9.945,,,,,,,,19.6,2076.4858,0.6799999999999999,10.109660000000002,,,,,,,,,,,,,,-3.15490196
171.32,-4.113363308,1650.7389000999003,,3.599665334665335,,50.0518,0.0,2.6,16.92807192807193,0.0,,3.850720432,1.1244555444555444,4.387612387612387,,,147.99189000999004,16.4514,,2.055944055944056,,96.53296703296704,,-4.6224877715,109.2927072927073,,,,,,,,36.82456064935065,,,,2460.0,,,16.153846153846157,,,,,,,,7.8,3819.4858,0.956,15.146653346653348,,,,,,,,,,,,,,-2.886056648
49.12,-3.081583244,1403.8664344344345,,6.607060060060061,,52.11279999999999,1.2210430430430428,4.6,24.5015015015015,0.058058058058058,,6.037559679999999,0.4807907907907908,3.881881881881882,,,87.56976976976975,7.715,,3.881881881881882,,135.71337337337334,,-3.71539288625,138.41641641641644,,,,,,,,22.05592612212212,,,,2460.0,,,10.79079079079079,,,,,,,,26.16,1330.2428,0.658,15.86744744744745,,,,,,,,,,,,,,-1.602059991
196.94,-4.063955566,790.2497079999999,,4.86013,,52.7006,0.264875,3.0,12.695999999999998,0.163,,4.821768334000001,1.0632199999999998,5.2170000000000005,,,58.8147068,10.0334,,2.609,,110.9591,,-4.7095676195000005,47.382,,,,,,,,20.7658708552,,,,2480.0,,,10.089,,,,,,,,41.6,1913.2858,0.696,10.17932,,,,,,,,,,,,,,-2.249491605
172.0,-4.247722582000001,1493.1772512512512,,3.543723723723724,,49.5992,0.0,2.6,17.4024024024024,0.0,,4.61356377,1.1407407407407406,4.05005005005005,,,144.37114654654653,16.1874,,2.024024024024024,,98.8202202202202,,-4.769121335,111.67167167167167,,,,,,,,35.56035414574574,,,,2280.0,,,15.585585585585584,,,,,,,,23.0,3178.6858,0.94,15.066736736736733,,,,,,,,,,,,,,-4.080921908
143.96666666666667,-5.227224596666667,1740.7424765234764,,3.941378621378621,,36.5915,0.0,2.833333333333333,19.35064935064935,0.0,,3.723271611666667,1.14017982017982,4.449550449550449,,,146.642936963037,21.156166666666667,,2.043956043956044,,99.06963036963036,,-5.6458508925,111.8251748251748,,,,,,,,37.873242847152845,,,,2916.6666666666665,,,16.435564435564434,,,,,,,,41.43333333333334,5558.904833333334,1.0366666666666666,15.003186813186812,,,,,,,,,,,,,,-3.080921908
172.57999999999998,-4.08652123,1644.7913276723282,,3.930049950049951,,50.4994,0.0,2.6,28.71178821178822,0.0,,4.36318383,1.1647652347652349,4.886113886113886,,,144.18351638361642,15.527399999999998,,2.444555444555445,,100.24205794205795,,-4.614975048,85.52747252747254,,,,,,,,35.55510747112888,,,,2080.0,,,15.95704295704296,,,,,,,,45.0,2777.8858,0.8939999999999999,13.31913086913087,,,,,,,,,,,,,,-2.958607315
172.57999999999998,-4.08652123,1716.2256213786216,,3.98928071928072,,50.4994,0.0,2.6,29.810689310689312,0.0,,4.36318383,1.186773226773227,5.094905094905096,,,144.6638448551449,15.527399999999998,,2.525474525474526,,102.32537462537464,,-4.614975048,77.92607392607394,,,,,,,,37.34908405454546,,,,2080.0,,,16.75724275724276,,,,,,,,45.0,2777.8858,0.8939999999999999,13.1968031968032,,,,,,,,,,,,,,-2.89997427
209.95,-4.195604755000001,1710.398409,,3.97207,,56.0125,0.0,2.5,29.37,0.0,,3.5129614325,1.17519,4.97,,,146.2371089,17.70925,,2.486,,100.8531,,-4.83236303,82.72800000000001,,,,,,,,37.13761374,,,,2350.0,,,16.625999999999998,,,,,,,,37.25,2797.35725,0.9825,13.434649999999998,,,,,,,,,,,,,,-3.779891912
63.5,-3.360318815,2268.598598598598,,6.003528528528529,,53.190250000000006,1.3493143143143145,4.25,22.214214214214213,0.2272272272272272,,6.6124579125,0.4498498498498498,5.997997997997998,,,49.26328328328328,9.36625,,4.636636636636637,,143.2074074074074,,-3.8712437528125,113.004004004004,,,,,,,,38.467471813813816,,,,3425.0,,,17.71971971971972,,,,,,,,17.925,2753.75,0.495,17.25072072072072,,,,,,,,,,,,,,-6.645891561
63.5,-3.360318815,2572.647,,6.829967,,53.190250000000006,1.4982189999999995,4.25,24.441000000000003,0.282,,6.6124579125,0.41274,6.803,,,36.65723,9.36625,,5.113,,152.05764,,-3.8712437528125,97.779,,,,,,,,44.060141106,,,,3425.0,,,20.229,,,,,,,,17.925,2753.75,0.495,17.50114,,,,,,,,,,,,,,-7.525783736
171.62,-4.579214542,2227.042364,,4.91502,,39.3118,0.0,2.6,22.88,0.0,,3.622315804,1.14556,5.332,,,142.2504744,21.8074,,2.064,,94.9958,,-5.06582936,114.40300000000002,,,,,,,,43.51790533,,,,2980.0,,,18.512,,,,,,,,49.72,5368.4858,1.0759999999999998,16.0259,,,,,,,,,,,,,,-3.88941029
238.25,-2.4907170725000003,465.24227800000006,,4.9264,,61.794,0.637473,3.75,2.22,0.222,,3.8953327975,1.10141,5.3340000000000005,,,22.1095604,7.73675,,3.1100000000000003,,139.7236,,-3.452905403125,39.639,,,,,,,,20.477575564,,,,2700.0,,,9.998,,,,,,,,5.775,590.66075,1.035,11.33155,,,,,,,,,,,,,,-7.165859166
244.025,-3.16462743,483.7014115884117,,4.415364635364635,,59.003,0.314935064935065,2.75,3.5504495504495504,0.1938061938061938,,5.28317268,1.0255944055944055,4.7732267732267735,,,36.446061238761246,8.89175,,2.387612387612388,,110.4756243756244,,-3.943152744375,55.55444555444556,,,,,,,,17.161324612187812,,,,2700.0,,,8.38761238761239,,,,,,,,24.5,1264.85725,0.7175,10.582847152847156,,,,,,,,,,,,,,-8.500312917
244.025,-3.16462743,494.04744444444447,,4.382182182182182,,59.003,0.3041791791791792,2.75,4.097097097097097,0.1871871871871872,,5.28317268,1.025935935935936,4.748748748748749,,,38.894458158158166,8.89175,,2.3743743743743746,,110.04964964964964,,-3.943152744375,57.63463463463464,,,,,,,,17.137602914514517,,,,2700.0,,,8.374374374374375,,,,,,,,24.5,1264.85725,0.7175,10.627487487487487,,,,,,,,,,,,,,-8.040005162
45.68,-2.635716646,2582.0289999999995,,8.395717999999999,,51.0422,1.149634,4.199999999999999,29.542,0.0,,4.163185296,0.66463,7.401000000000001,,,106.2525,9.244,,4.401,,155.72675999999998,,-3.02016017875,134.501,,,,,,,,43.48483529,,,,2760.0,,,19.671,,,,,,,,5.28,3732.4,0.8800000000000001,18.54771,,,,,,,,,,,,,,-3.536107011
35.35,-3.031269895,2540.687312687313,,9.210698301698304,,55.55275,1.3175934065934067,3.5,36.19980019980021,0.0,,4.0806734875,0.4427072927072927,6.967032967032967,,,112.34075924075924,10.29875,,4.50949050949051,,149.73394605394606,,-3.3988496190625,131.1928071928072,,,,,,,,37.11145454545455,,,,2250.0,,,17.40659340659341,,,,,,,,4.675,3430.5,0.5499999999999999,16.536673326673327,,,,,,,,,,,,,,-5.7242281
196.94,-4.063955566,809.0278619999999,,4.94289,,52.7006,0.274625,3.0,13.0035,0.169,,4.821768334000001,1.07607,5.388000000000001,,,56.054990200000006,10.0334,,2.676,,112.8601,,-4.7095676195000005,40.083,,,,,,,,21.4137171342,,,,2480.0,,,10.412,,,,,,,,41.6,1913.2858,0.696,9.92746,,,,,,,,,,,,,,-3.230622674
165.06666666666666,-4.099690453333333,837.577708,,6.18195,,49.6205,0.287089,3.166666666666667,12.986,0.163,,4.748147371666667,1.05858,5.797000000000001,,,53.5425068,9.334499999999998,,2.609,,116.7591,,-4.6939796070833335,49.18,,,,,,,,22.2027048552,,,,2383.333333333333,,,10.669,,,,,,,,34.666666666666664,2481.5715,0.6683333333333333,10.294160000000002,,,,,,,,,,,,,,-3.170053304
172.2,-4.1784824700000005,1533.7629379999998,,4.36673,,53.0398,0.0,2.6,16.653,0.0,,3.5376172720000003,1.13994,4.175,,,140.8615798,19.497400000000003,,2.087,,94.74,,-4.666072026,112.509,,,,,,,,34.09857875,,,,3920.0,,,15.119,,,,,,,,41.8,3576.4858,1.044,15.25205,,,,,,,,,,,,,,-5.37675071
182.16,-3.607380744,1738.1621249999998,,3.9733,,59.1382,0.0,2.2,29.445,0.0,,3.073418982,1.18426,4.999,,,145.6669725,18.9894,,2.499,,100.96,,-4.117938700666,81.72,,,,,,,,37.94769090488,,,,1980.0,,,16.995,,,,,,,,31.06,2431.4858000000004,0.99,13.72784,,,,,,,,,,,,,,-4.211124884
171.62,-4.579214542,2274.562938,,4.92499,,39.3118,0.0,2.6,23.44,0.0,,3.622315804,1.14682,5.393,,,145.0837798,21.8074,,2.087,,96.596,,-5.06582936,112.681,,,,,,,,43.89559025,,,,2980.0,,,18.677,,,,,,,,49.72,5368.4858,1.0759999999999998,15.70607,,,,,,,,,,,,,,-4.397940009
171.96,-4.579961932,2190.2829380000003,,4.98605,,49.4934,0.0,2.6,23.784,0.0,,3.88147238,1.12876,5.393,,,145.7059898,19.01406666666,,2.087,,92.124,,-5.070790821,112.509,,,,,,,,39.71388325,,,,2820.0,,,17.128999999999998,,,,,,,,51.2,4976.4858,0.992,14.55496,,,,,,,,,,,,,,-5.649751982
209.375,-5.2431376125,2220.06308,,4.6240000000000006,,49.13975,0.0,2.75,23.44,0.0,,4.1279845825,1.1312,5.28,,,149.870068,17.33425,,2.08,,100.916,,-5.851406135,111.96,,,,,,,,41.4076548,,,,3150.0,,,17.68,,,,,,,,59.75,5833.10725,0.99,14.3804,,,,,,,,,,,,,,-5.576754126
35.35,-3.031269895,1688.395604395604,,5.450834165834164,,55.55275,0.9902007992007992,3.5,23.05894105894106,0.0,,4.0806734875,0.5326873126873126,4.566433566433566,,,106.18593406593403,10.29875,,3.477522477522477,,125.46383616383612,,-3.3988496190625,155.93006993006992,,,,,,,,24.948949050949047,,,,2250.0,,,11.785214785214784,,,,,,,,4.675,3430.5,0.5499999999999999,16.355434565434564,,,,,,,,,,,,,,-4.187086643
196.94,-4.063955566,796.460282,,4.91984,,52.7006,0.268125,3.0,12.894,0.165,,4.821768334000001,1.06341,5.266,,,58.0356722,10.0334,,2.6340000000000003,,111.5125,,-4.7095676195000005,45.807,,,,,,,,20.9024533968,,,,2480.0,,,10.170000000000002,,,,,,,,41.6,1913.2858,0.696,10.12379,,,,,,,,,,,,,,-3.083546051
172.54,-3.136014448,1725.8719590000003,,3.5008000000000004,,50.5442,0.022272,3.4,12.47,0.048,,4.618846596,1.21131,5.962000000000001,,,76.15566390000001,13.727399999999998,,2.289,,113.0553,,-3.729539000334,93.36800000000002,,,,,,,,43.0503334,,,,3220.0,,,18.662000000000003,,,,,,,,30.0,4096.685799999999,1.036,14.98176,,,,,,,,,,,,,,-8.060480747
688.25,-2.45906743,434.7493,,3.80375,,67.568,0.34225,2.25,3.75,0.15,,2.9454137075,1.02,4.4,,,47.85894,7.330999999999999,,2.1,,115.645,,-3.43131220375,75.75,,,,,,,,15.67798446,,,,2825.0,,,7.6,,,,,,,,5.5,590.28125,0.915,11.1635,,,,,,,,,,,,,,-6.356547324
212.925,-3.2193709775,520.2613476523476,,4.738641358641359,,59.831,0.0409280719280719,2.5,17.045454545454547,0.0,,5.2448075575,0.9910489510489509,3.367632367632367,,,105.4952936063936,9.36675,,1.685314685314685,,97.116983016983,,-3.949254985,137.4165834165834,,,,,,,,12.93140304275724,,,,1675.0,,,6.214785214785214,,,,,,,,46.75,1391.60725,0.74,12.570189810189811,,,,,,,,,,,,,,-6.638272164
62.175,-3.457431255,1471.536,,4.713328000000001,,55.42025,1.243018,4.0,16.422,0.098,,5.6101780975,0.4673,4.144,,,71.4874,9.17625,,3.904,,131.03356,,-3.9959130540625,129.066,,,,,,,,23.133498676,,,,3050.0,,,11.216,,,,,,,,7.425,2410.25,0.4375,15.90082,,,,,,,,,,,,,,-3.26760624
168.64,-5.887965064,1592.0216450000005,,3.70057,,43.9098,0.0,3.0,18.109,0.0,,4.147997796,1.1382,4.197,,,145.6487245,17.4474,,2.023,,98.8987,,-6.390316619,112.415,,,,,,,,36.2940329,,,,3040.0,,,15.837,,,,,,,,47.8,5968.685799999999,0.96,14.99453,,,,,,,,,,,,,,-3.04769199
49.54,-3.3307204660000003,1025.653787912088,,6.280688311688312,,45.0782,3.0825234765234764,3.2,39.977022977022976,0.0729270729270729,,6.308004481999999,0.7642057942057943,2.8771228771228774,,,81.82032197802198,6.9123586,,2.8771228771228774,,102.61526473526472,,-4.275320318084,152.17682317682318,,,,,,,,14.544338307692309,,,,2460.0,,,7.204795204795205,,,,,,,,69.94000000000001,1355.61798,0.5980000000000001,11.493396603396604,,,,,,,,,,,,,,-2.844663963
165.78333333333333,-4.415311498333333,803.380424,,4.92248,,48.04383333333334,0.2665,3.0,12.9925,0.164,,4.760107118333333,1.06792,5.247,,,59.0656504,11.327833333333333,,2.623,,110.8503,,-4.972225197916667,45.760000000000005,,,,,,,,21.149168093,,,,2816.666666666667,,,10.263,,,,,,,,44.16666666666666,2091.904833333333,0.7050000000000001,10.19785,,,,,,,,,,,,,,-3.370590401
165.78333333333333,-4.415311498333333,801.670424,,4.902140000000001,,48.04383333333334,0.2665,3.0,12.9355,0.164,,4.760107118333333,1.06666,5.247,,,58.98165039999999,11.327833333333333,,2.623,,111.0117,,-4.972225197916667,45.946000000000005,,,,,,,,21.0413218526,,,,2816.666666666667,,,10.215,,,,,,,,44.16666666666666,2091.904833333333,0.7050000000000001,10.16617,,,,,,,,,,,,,,-3.57024772
